"Date","Price","Open","High","Low","Vol.","Change %"
"06/21/2021","53,504.33","53,523.44","54,102.13","53,318.61","22.55M","-0.90%"
"06/18/2021","53,988.66","53,803.52","54,839.85","53,452.57","64.95M","0.97%"
"06/17/2021","53,467.97","54,630.95","56,313.69","53,441.82","85.38M","-5.05%"
"06/15/2021","56,313.69","56,931.03","57,910.71","56,057.40","36.33M","-1.75%"
"06/14/2021","57,314.66","57,536.52","57,991.43","56,588.95","26.35M","-1.17%"
"06/11/2021","57,991.43","59,183.53","59,386.62","57,794.70","25.45M","-0.27%"
"06/10/2021","58,148.22","58,549.98","58,654.74","57,511.44","24.64M","-0.63%"
"06/09/2021","58,519.58","58,396.50","58,788.08","57,339.57","30.14M","-0.06%"
"06/08/2021","58,555.01","59,625.15","59,625.15","58,506.53","28.52M","-1.43%"
"06/07/2021","59,406.03","60,126.11","60,181.36","58,696.77","18.05M","-1.29%"
"06/04/2021","60,181.36","59,663.80","60,924.58","59,561.21","29.13M","0.02%"
"06/03/2021","60,169.48","61,693.51","62,200.22","59,677.58","24.36M","-2.81%"
"06/02/2021","61,908.14","62,237.61","62,881.11","61,850.39","25.53M","-0.29%"
"06/01/2021","62,087.76","63,449.12","63,512.88","61,996.63","51.10M","-1.02%"
"05/31/2021","62,728.46","60,668.13","62,837.39","60,174.42","16.71M","4.24%"
"05/28/2021","60,174.42","60,816.01","61,004.56","59,997.21","29.74M","-0.74%"
"05/27/2021","60,623.04","59,671.32","60,670.97","59,409.83","48.58M","1.88%"
"05/26/2021","59,503.50","60,864.22","61,158.29","59,349.83","33.37M","-1.40%"
"05/25/2021","60,346.74","60,590.74","61,440.66","59,987.10","34.05M","-0.39%"
"05/24/2021","60,580.76","61,831.39","61,831.39","60,555.57","20.30M","-1.85%"
"05/21/2021","61,719.83","62,507.61","62,754.52","61,699.19","30.06M","-1.49%"
"05/20/2021","62,653.04","62,211.11","63,139.48","61,752.87","29.01M","0.23%"
"05/19/2021","62,509.45","63,981.73","64,186.63","62,336.24","43.23M","-2.58%"
"05/18/2021","64,163.04","63,929.59","64,698.73","63,487.77","38.51M","1.06%"
"05/17/2021","63,487.77","62,202.77","63,680.29","61,294.89","32.34M","3.58%"
"05/14/2021","61,294.89","60,652.74","61,416.00","60,187.04","29.25M","1.84%"
"05/13/2021","60,187.04","60,405.32","61,297.23","59,205.93","39.15M","-1.81%"
"05/12/2021","61,297.23","61,457.32","61,889.49","60,338.69","26.89M","0.59%"
"05/11/2021","60,938.02","61,991.25","62,540.13","60,486.47","33.04M","-2.56%"
"05/10/2021","62,540.13","62,875.14","63,976.52","62,507.26","33.99M","-0.28%"
"05/07/2021","62,717.07","62,070.86","63,343.93","61,501.06","41.54M","1.98%"
"05/06/2021","61,501.06","61,975.08","62,213.43","59,857.02","45.52M","0.32%"
"05/05/2021","61,306.62","61,812.78","61,812.78","60,724.35","28.99M","-0.47%"
"05/04/2021","61,597.89","62,479.90","63,267.58","61,580.72","27.63M","-1.50%"
"05/03/2021","62,537.93","62,115.46","62,565.28","60,748.60","23.02M","1.23%"
"04/30/2021","61,780.68","62,475.18","62,692.19","61,312.76","24.34M","-0.69%"
"04/29/2021","62,207.06","63,555.93","63,779.08","62,186.14","17.86M","-1.25%"
"04/28/2021","62,994.30","63,038.42","63,691.14","62,277.03","22.63M","-1.08%"
"04/26/2021","63,681.25","64,320.29","64,745.69","63,254.90","19.86M","-0.92%"
"04/23/2021","64,272.27","63,940.89","64,849.80","62,468.75","29.98M","-0.43%"
"04/22/2021","64,550.22","66,059.71","66,627.14","64,519.91","23.58M","-1.90%"
"04/21/2021","65,801.34","64,121.16","66,048.74","63,774.84","29.29M","3.18%"
"04/20/2021","63,774.84","64,357.30","64,357.30","63,037.88","25.60M","-0.74%"
"04/19/2021","64,250.42","65,772.30","66,195.25","64,250.42","28.26M","-1.93%"
"04/16/2021","65,518.14","63,781.95","65,797.88","63,456.71","35.67M","3.25%"
"04/15/2021","63,456.71","63,618.11","63,882.71","62,983.39","33.06M","0.50%"
"04/14/2021","63,141.38","64,136.06","64,222.53","62,950.49","40.87M","-0.28%"
"04/13/2021","63,317.05","62,323.61","63,820.68","61,916.57","37.12M","1.29%"
"04/12/2021","62,513.22","63,966.78","64,401.12","62,467.26","32.39M","-2.93%"
"04/09/2021","64,401.12","65,057.74","65,114.63","63,530.96","22.55M","-1.10%"
"04/08/2021","65,114.63","65,530.81","66,397.63","64,801.09","29.98M","0.48%"
"04/07/2021","64,805.49","65,596.34","66,009.32","64,458.30","38.80M","-1.82%"
"04/06/2021","66,009.32","65,583.66","66,193.57","64,240.32","27.91M","2.75%"
"04/01/2021","64,240.32","63,489.92","64,421.19","62,657.36","35.98M","2.53%"
"03/31/2021","62,657.36","62,783.12","62,943.91","61,650.89","35.51M","0.52%"
"03/30/2021","62,335.22","63,334.15","63,696.02","61,165.57","32.26M","-1.00%"
"03/29/2021","62,967.34","63,774.68","64,498.18","62,092.99","36.09M","-0.19%"
"03/26/2021","63,089.90","61,783.06","63,574.50","60,996.95","43.18M","3.43%"
"03/25/2021","60,996.95","60,226.83","61,836.19","60,226.83","33.11M","0.91%"
"03/24/2021","60,444.28","60,343.44","61,350.01","58,954.59","42.81M","-0.33%"
"03/23/2021","60,646.05","62,116.79","62,730.97","60,516.08","49.25M","-3.32%"
"03/19/2021","62,730.97","64,029.51","64,029.51","62,359.91","","-2.39%"
"03/18/2021","64,267.50","64,526.98","64,761.26","63,552.27","105.79M","1.13%"
