"Date","Price","Open","High","Low","Change %"
"11/24/2021","220.38","219.11","220.38","219.11","0.36%"
"11/23/2021","219.60","205.16","219.60","205.16","6.22%"
"11/22/2021","206.75","203.24","206.75","203.24","1.68%"
"11/19/2021","203.33","197.36","203.33","197.36","2.45%"
"11/18/2021","198.46","196.37","198.46","196.37","1.02%"
"11/17/2021","196.46","192.49","196.46","192.49","2.27%"
"11/16/2021","192.10","190.02","192.10","190.02","0.63%"
"11/15/2021","190.89","191.48","191.48","190.89","-0.63%"
"11/12/2021","192.10","191.53","192.10","191.53","-0.24%"
"11/11/2021","192.56","187.61","192.56","187.61","1.21%"
"11/10/2021","190.25","187.59","190.25","187.59","0.62%"
